taxonomy [%],,taxa [%],GSP T0,So-Sp T0,Sp T0,So T0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus filicis,Firmicutes,Paenibacillus filicis,0.005467967,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus glycanilyticus,Firmicutes,Paenibacillus glycanilyticus,0.007290622,0,0.007769807,0.035975537
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus harenae,Firmicutes,Paenibacillus harenae,0,0,0.062158452,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus illinoisensis,Firmicutes,Paenibacillus illinoisensis,0.006075519,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus koleovorans,Firmicutes,Paenibacillus koleovorans,0.003645311,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus larvae,Firmicutes,Paenibacillus larvae,0.006075519,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus massiliensis,Firmicutes,Paenibacillus massiliensis,0,0.018792283,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus mucilaginosus,Firmicutes,Paenibacillus mucilaginosus,0.005467967,0.062640942,0.010359742,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus pectinilyticus,Firmicutes,Paenibacillus pectinilyticus,0.013366141,0.018792283,0.018129549,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus populi,Firmicutes,Paenibacillus populi,0.004860415,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus prosopidis,Firmicutes,Paenibacillus prosopidis,0.003645311,0,0.012949678,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus rhizoryzae,Firmicutes,Paenibacillus rhizoryzae,0.007290622,0.037584565,0.028489291,0.041971459
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sacheonensis,Firmicutes,Paenibacillus sacheonensis,0.001822656,0,0.007769807,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sepulcri,Firmicutes,Paenibacillus sepulcri,0.030377593,0.075169131,0.012949678,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sp.,Firmicutes,Paenibacillus sp.,0.192593943,0.263091957,0.173525679,0.149898069
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus taihuensis,Firmicutes,Paenibacillus taihuensis,0,0.018792283,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus terreus,Firmicutes,Paenibacillus terreus,0.006075519,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus terrigena,Firmicutes,Paenibacillus terrigena,0.001822656,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus thermoaerophilus,Firmicutes,Paenibacillus thermoaerophilus,0.034022905,0.037584565,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;Paenibacillus vulneris,Firmicutes,Paenibacillus vulneris,0.006075519,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Thermobacillus;Thermobacillus composti,Firmicutes,Thermobacillus composti,0.004860415,0,0,0
Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Thermobacillus;Thermobacillus sp.,Firmicutes,Thermobacillus sp.,0.010328382,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Kroppenstedtia;Kroppenstedtia eburnea,Firmicutes,Kroppenstedtia eburnea,0.002430207,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Novibacillus;Novibacillus sp.,Firmicutes,Novibacillus sp.,0.002430207,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Novibacillus;Novibacillus thermophilus,Firmicutes,Novibacillus thermophilus,0.007290622,0.018792283,0.015539613,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Planifilum;Planifilum composti,Firmicutes,Planifilum composti,0.003037759,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Planifilum;Planifilum fulgidum,Firmicutes,Planifilum fulgidum,0.004252863,0,0.031079226,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Planifilum;Planifilum sp.,Firmicutes,Planifilum sp.,0.023694523,0,0.031079226,0.071951073
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Shimazuella;Shimazuella kribbensis,Firmicutes,Shimazuella kribbensis,0.004860415,0.037584565,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces daqus,Firmicutes,Thermoactinomyces daqus,0.011543486,0.018792283,0,0.029979614
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces intermedius,Firmicutes,Thermoactinomyces intermedius,0.00972083,0,0,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces sp.,Firmicutes,Thermoactinomyces sp.,0,0,0.012949678,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoactinomyces;Thermoactinomyces vulgaris,Firmicutes,Thermoactinomyces vulgaris,0.003645311,0,0.010359742,0
Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Thermoflavimicrobium;Thermoflavimicrobium sp.,Firmicutes,Thermoflavimicrobium sp.,0.002430207,0,0,0
Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;Caldicoprobacter sp.,Firmicutes,Caldicoprobacter sp.,0.024909627,0.050112754,0.020719484,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Caloramatoraceae;Fonticella;Fonticella sp.,Firmicutes,Fonticella sp.,0.001822656,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium beijerinckii,Firmicutes,Clostridium beijerinckii,0.002430207,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp.,Firmicutes,Clostridium sp.,0.068653361,0.043848659,0.069928259,0.059959228
Bacteria;Firmicutes;Clostridia;Eubacteriales;Garciellaceae;Rhabdanaerobium;Rhabdanaerobium thermarum,Firmicutes,Rhabdanaerobium thermarum,0.004252863,0,0,0
Bacteria;Firmicutes;Clostridia;Incertae-sedis;Gracilibacteraceae;Gracilibacter;Gracilibacter sp.,Firmicutes,Gracilibacter sp.,0.002430207,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna cellulosilytica,Firmicutes,Anaerocolumna cellulosilytica,0.001822656,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna sp.,Firmicutes,Anaerocolumna sp.,0.017011452,0,0.010359742,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna xylanovorans,Firmicutes,Anaerocolumna xylanovorans,0.007290622,0.031320471,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix;Herbinix luporum,Firmicutes,Herbinix luporum,0.002430207,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix;Herbinix sp.,Firmicutes,Herbinix sp.,0.006075519,0,0.012949678,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnotalea;Lachnotalea sp.,Firmicutes,Lachnotalea sp.,0.004860415,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia sp.,Firmicutes,Roseburia sp.,0.001822656,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae;Incertae-sedis;Clostridium cellulosi,Firmicutes,Clostridium cellulosi,0.026732282,0,0.007769807,0.017987768
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Acetivibrio;Hungateiclostridium cellulolyticum,Firmicutes,Hungateiclostridium cellulolyticum,0,0,0.012949678,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Hungateiclostridium;Hungateiclostridium clariflavum,Firmicutes,Hungateiclostridium clariflavum,0.002430207,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Hungateiclostridium;Hungateiclostridium thermocellum,Firmicutes,Hungateiclostridium thermocellum,0.003645311,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Pseudoclostridium;Pseudoclostridium thermosuccinogenes,Firmicutes,Pseudoclostridium thermosuccinogenes,0.002430207,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Thermoclostridium;Thermoclostridium sp.,Firmicutes,Thermoclostridium sp.,0.002430207,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI;Tepidimicrobium;Tepidimicrobium sp.,Firmicutes,Tepidimicrobium sp.,0.008505726,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Incertae-sedis;Alkaliphilus;Alkaliphilus oremlandii,Firmicutes,Alkaliphilus oremlandii,0.002430207,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Paeniclostridium;Paeniclostridium sordellii,Firmicutes,Paeniclostridium sordellii,0.001822656,0,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Paraclostridium;Paraclostridium sp.,Firmicutes,Paraclostridium sp.,0,0,0,0.017987768
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia;Romboutsia sp.,Firmicutes,Romboutsia sp.,0.001822656,0,0,0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculaceae;Desulfofarcimen;Desulfofarcimen intricatum,Firmicutes,Desulfofarcimen intricatum,0.001822656,0,0,0
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfotomaculaceae;Desulfotomaculum;Desulfotomaculum nigrificans,Firmicutes,Desulfotomaculum nigrificans,0.002430207,0,0,0
Bacteria;Firmicutes;Limnochordia;Incertae-sedis;Incertae-sedis;Hydrogenispora;Hydrogenispora sp.,Firmicutes,Hydrogenispora sp.,0.023086971,0.031320471,0.101007485,0.023983691
Bacteria;Firmicutes;Limnochordia;Limnochordales;Limnochordaceae;Limnochorda;Limnochorda sp.,Firmicutes,Limnochorda sp.,0.001822656,0,0,0
Bacteria;Firmicutes;Moorellia;Desulfitibacterales;Desulfitibacteraceae;Desulfitibacter;Desulfitibacter sp.,Firmicutes,Desulfitibacter sp.,0.003037759,0,0.010359742,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Sporomusa;Sporomusa malonica,Firmicutes,Sporomusa malonica,0.003037759,0,0,0
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;Symbiobacterium sp.,Firmicutes,Symbiobacterium sp.,0.002430207,0,0,0
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;Symbiobacterium terraclitae,Firmicutes,Symbiobacterium terraclitae,0.003037759,0,0,0
Bacteria;Firmicutes;Symbiobacteriia;Symbiobacteriales;Symbiobacteraceae;Symbiobacterium;Symbiobacterium thermophilum,Firmicutes,Symbiobacterium thermophilum,0.005467967,0,0,0
Bacteria;Firmicutes;Thermaerobacteria;Thermaerobacterales;Thermaerobacteraceae;Thermaerobacter;Thermaerobacter sp.,Firmicutes,Thermaerobacter sp.,0.02612473,0.025056377,0.007769807,0.017987768
Bacteria;Firmicutes;Thermoanaerobacteria;Thermoanaerobacterales;Family III;Thermoanaerobacterium;Thermoanaerobacterium thermosaccharolyticum,Firmicutes,Thermoanaerobacterium thermosaccharolyticum,0.003645311,0,0.007769807,0
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas sp.,Gemmatimonadota,Gemmatimonas sp.,0.515811537,0.47607116,0.694102717,0.227845065
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis,Gemmatimonadota,Gemmatirosa kalamazoonesis,0.046781494,0.037584565,0.015539613,0.023983691
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa sp.,Gemmatimonadota,Gemmatirosa sp.,0.037060664,0.050112754,0.036259097,0.035975537
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;Roseisolibacter agri,Gemmatimonadota,Roseisolibacter agri,0.018226556,0.043848659,0,0.017987768
Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter;Roseisolibacter sp.,Gemmatimonadota,Roseisolibacter sp.,0.040098423,0.131545978,0.012949678,0
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium;Longimicrobium sp.,Gemmatimonadota,Longimicrobium sp.,0.02916249,0.025056377,0.046618839,0.029979614
Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium;Longimicrobium terrae,Gemmatimonadota,Longimicrobium terrae,0.003037759,0,0,0
Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halocella;Halocella sp.,Halanaerobiaeota,Halocella sp.,0,0,0.012949678,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp.,Myxococcota,Anaeromyxobacter sp.,0.041313527,0,0.05179871,0.023983691
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Aggregicoccus;Aggregicoccus edonensis,Myxococcota,Aggregicoccus edonensis,0.10085361,0.23803558,0.113957162,0.083942919
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;Archangium gephyra,Myxococcota,Archangium gephyra,0.210212947,0.344525182,0.176115615,0.239836911
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;Archangium minus,Myxococcota,Archangium minus,0.037060664,0,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Archangium;Archangium sp.,Myxococcota,Archangium sp.,0.008505726,0,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus coralloides,Myxococcota,Corallococcus coralloides,0.006683071,0,0.015539613,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus macrosporus,Myxococcota,Corallococcus macrosporus,0.014581245,0.037584565,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Cystobacter;Cystobacter ferrugineus,Myxococcota,Cystobacter ferrugineus,0.072906224,0,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Cystobacter;Cystobacter gracilis,Myxococcota,Cystobacter gracilis,0.022479419,0.031320471,0.018129549,0.131910301
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Cystobacter;Cystobacter sp.,Myxococcota,Cystobacter sp.,0.001822656,0,0,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus fulvus,Myxococcota,Myxococcus fulvus,0,0,0.025899355,0
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus sp.,Myxococcota,Myxococcus sp.,0.015188797,0.081433225,0.108777291,0.101930687
Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;Stigmatella;Stigmatella sp.,Myxococcota,Stigmatella sp.,0.056502324,0,0.077698065,0.071951073
Bacteria;Myxococcota;Myxococcia;Myxococcales;Vulgatibacteraceae;Vulgatibacter;Vulgatibacter sp.,Myxococcota,Vulgatibacter sp.,0.028554938,0.018792283,0.018129549,0
Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;Haliangium ochraceum,Myxococcota,Haliangium ochraceum,0,0,0.031079226,0
Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;Haliangium sp.,Myxococcota,Haliangium sp.,0.397338923,0.544976196,1.533241822,1.486988848
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Enhygromyxa;Enhygromyxa sp.,Myxococcota,Enhygromyxa sp.,0.004252863,0.031320471,0.028489291,0.059959228
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis;Nannocystis sp.,Myxococcota,Nannocystis sp.,0.060755187,0.087697319,0.157986066,0.095934764
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Pseudenhygromyxa;Pseudenhygromyxa sp.,Myxococcota,Pseudenhygromyxa sp.,0.008505726,0.025056377,0.05179871,0.035975537
Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;Phaselicystis flava,Myxococcota,Phaselicystis flava,0.007290622,0,0,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;Phaselicystis sp.,Myxococcota,Phaselicystis sp.,0.03888332,0.100225507,0.411799746,0.10792661
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Aetherobacter;Aetherobacter sp.,Myxococcota,Aetherobacter sp.,0.057717428,0,0.028489291,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Minicystis;Minicystis rosea,Myxococcota,Minicystis rosea,0,0,0.044028904,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;Pajaroellobacter sp.,Myxococcota,Pajaroellobacter sp.,0.160393694,0.137810073,0.300432519,0.251828756
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Polyangium;Polyangium sp.,Myxococcota,Polyangium sp.,0.027947386,0.031320471,0.046618839,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Polyangium;Polyangium spumosum,Myxococcota,Polyangium spumosum,0,0.025056377,0,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;Sorangium cellulosum,Myxococcota,Sorangium cellulosum,0.009113278,0.018792283,0.007769807,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;Sorangium sp.,Myxococcota,Sorangium sp.,0.023694523,0.068905036,0.214964647,0.083942919
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus,Myxococcota,Sandaracinus amylolyticus,0.008505726,0,0,0
Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus;Sandaracinus sp.,Myxococcota,Sandaracinus sp.,0.010328382,0,0.049208775,0
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira defluvii,Nitrospirota,Nitrospira defluvii,0.006075519,0,0.044028904,0.041971459
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira japonica,Nitrospirota,Nitrospira japonica,0.03584556,0.075169131,0.044028904,0.119918455
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira nitrificans,Nitrospirota,Nitrospira nitrificans,0,0,0,0.101930687
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira nitrosa,Nitrospirota,Nitrospira nitrosa,0.026732282,0.144074167,0.165755873,0
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Nitrospira sp.,Nitrospirota,Nitrospira sp.,0.080196847,0.156602355,0.409209811,0.581604509
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;Saccharimonas;Saccharimonas sp.,Patescibacteria,Saccharimonas sp.,0.03584556,0,0.007769807,0
Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Tepidisphaera;Tepidisphaera sp.,Planctomycetota,Tepidisphaera sp.,0.044351286,0,0,0
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;Fimbriiglobus sp.,Planctomycetota,Fimbriiglobus sp.,0.147635104,0.244299674,0.543886457,0.305792061
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;Gemmata massiliana,Planctomycetota,Gemmata massiliana,0,0.025056377,0,0.029979614
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;Gemmata sp.,Planctomycetota,Gemmata sp.,0.557125065,0.83312453,1.47108337,0.839429188
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Telmatocola;Telmatocola sp.,Planctomycetota,Telmatocola sp.,0.002430207,0,0,0
Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Zavarzinella;Zavarzinella sp.,Planctomycetota,Zavarzinella sp.,0.004252863,0.018792283,0,0
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;Aquisphaera sp.,Planctomycetota,Aquisphaera sp.,0.17558249,0.087697319,0.251223745,0.167885838
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Isosphaera;Isosphaera sp.,Planctomycetota,Isosphaera sp.,0,0,0,0.029979614
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Paludisphaera;Paludisphaera borealis,Planctomycetota,Paludisphaera borealis,0.002430207,0,0.018129549,0
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Paludisphaera;Paludisphaera sp.,Planctomycetota,Paludisphaera sp.,0.069260913,0,0.062158452,0
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;Singulisphaera sp.,Planctomycetota,Singulisphaera sp.,0.317142076,0.488599349,0.396260133,0.407722749
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;Tundrisphaera sp.,Planctomycetota,Tundrisphaera sp.,0.382150126,0.16286645,0.334101681,0.119918455
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;Blastopirellula sp.,Planctomycetota,Blastopirellula sp.,0.030377593,0,0.067338323,0.125914378
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Bythopirellula;Bythopirellula goksoyri,Planctomycetota,Bythopirellula goksoyri,0.023694523,0,0.010359742,0
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Bythopirellula;Bythopirellula sp.,Planctomycetota,Bythopirellula sp.,0.00972083,0,0.031079226,0
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;Pirellula sp.,Planctomycetota,Pirellula sp.,0.648257845,0.645201704,1.945041568,1.205180477
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;Rhodopirellula sp.,Planctomycetota,Rhodopirellula sp.,0.385187885,0.125281884,0.137266582,0.143902147
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;Planctomicrobium piriforme,Planctomycetota,Planctomicrobium piriforme,0.003645311,0,0,0
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;Planctomicrobium sp.,Planctomycetota,Planctomicrobium sp.,0.025517179,0.043848659,0.12690684,0.143902147
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Planctopirus;Planctopirus sp.,Planctomycetota,Planctopirus sp.,0.003037759,0,0,0
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae;Schlesneria;Schlesneria sp.,Planctomycetota,Schlesneria sp.,0.006075519,0,0.010359742,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidicaldus;Acidicaldus sp.,Proteobacteria,Acidicaldus sp.,0.010935934,0.037584565,0.02330942,0.059959228
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;Belnapia moabensis,Proteobacteria,Belnapia moabensis,0.006683071,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;Belnapia rosea,Proteobacteria,Belnapia rosea,0.005467967,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;Belnapia soli,Proteobacteria,Belnapia soli,0.109359337,0.050112754,0,0.077946996
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Belnapia;Belnapia sp.,Proteobacteria,Belnapia sp.,0.294055105,0.256827863,0.02330942,0.071951073
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Paracraurococcus;Paracraurococcus ruber,Proteobacteria,Paracraurococcus ruber,0.007290622,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodopila;Rhodopila sp.,Proteobacteria,Rhodopila sp.,0.033415353,0.037584565,0.012949678,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovastum;Rhodovastum sp.,Proteobacteria,Rhodovastum sp.,0.018226556,0,0.012949678,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseococcus;Roseococcus sp.,Proteobacteria,Roseococcus sp.,0.014581245,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas aeriglobus,Proteobacteria,Roseomonas aeriglobus,0.002430207,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas aerilata,Proteobacteria,Roseomonas aerilata,0.012758589,0.018792283,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Roseomonas;Roseomonas aestuarii,Proteobacteria,Roseomonas aestuarii,0.012758589,0,0,0
